# rs, eps_c approx, eps_C PW92, absolute difference
9.900000000000000000e+01,-3.020880787191779736e-03,-3.218624108562233646e-03,1.977433213704539103e-04
1.000000000000000000e+02,-2.957552200760228331e-03,-3.190993967845347744e-03,2.334417670851194129e-04
1.010000000000000000e+02,-2.966290452220014806e-03,-3.163853207010785575e-03,1.975627547907707685e-04
1.020000000000000000e+02,-2.882985706155416494e-03,-3.137188683007475186e-03,2.542029768520586916e-04
1.030000000000000000e+02,-2.920660474213436150e-03,-3.110987724900727072e-03,1.903272506872909220e-04
1.040000000000000000e+02,-2.845706023069076093e-03,-3.085238112687592026e-03,2.395320896185159330e-04
1.050000000000000000e+02,-2.995494687161124464e-03,-3.059928057248834966e-03,6.443337008771050228e-05
1.060000000000000000e+02,-2.868043714470028087e-03,-3.035046181369780317e-03,1.670024668997522298e-04
1.070000000000000000e+02,-2.796750082257280605e-03,-3.010581501758589559e-03,2.138314195013089544e-04
1.080000000000000000e+02,-2.745626070518255007e-03,-2.986523412006343581e-03,2.408973414880885740e-04
1.090000000000000000e+02,-2.801067088496465331e-03,-2.962861666428882792e-03,1.617945779324174611e-04
1.100000000000000000e+02,-2.705497775343682770e-03,-2.939586364736601273e-03,2.340885893929185030e-04
1.110000000000000000e+02,-2.592574388307205234e-03,-2.916687937484677834e-03,3.241135491774725999e-04
1.120000000000000000e+02,-2.533442860001795804e-03,-2.894157132258571349e-03,3.607142722567755443e-04
1.130000000000000000e+02,-2.711292352647024125e-03,-2.871985000547296659e-03,1.606926479002725346e-04
1.140000000000000000e+02,-2.609678893730984009e-03,-2.850162885270081468e-03,2.404839915390974588e-04
1.150000000000000000e+02,-2.625872262680703593e-03,-2.828682408912851828e-03,2.028101462321482348e-04
1.160000000000000000e+02,-2.584329553094007019e-03,-2.807535462246455414e-03,2.232059091524483951e-04
1.170000000000000000e+02,-2.544375480645351406e-03,-2.786714193587597806e-03,2.423387129422464002e-04
1.180000000000000000e+02,-2.508609144378480711e-03,-2.766210998574600462e-03,2.576018541961197506e-04
1.190000000000000000e+02,-2.352346312059700080e-03,-2.746018510430471137e-03,3.936721983707710572e-04
1.200000000000000000e+02,-2.485290262237438604e-03,-2.726129590683845465e-03,2.408393284464068612e-04
