# rs, eps_c approx, eps_C PW92, absolute difference
7.300000000000000000e+01,-1.008666989797544523e-02,-4.167245415193728333e-03,5.919424482781716901e-03
7.400000000000000000e+01,-1.000291818550150258e-02,-4.119988793644139766e-03,5.882929391857362814e-03
7.500000000000000000e+01,-9.920890023923899237e-03,-4.073841322359579055e-03,5.847048701564320182e-03
7.600000000000000000e+01,-9.840529150867236008e-03,-4.028763530868561225e-03,5.811765619998674783e-03
7.700000000000000000e+01,-9.761781738918805240e-03,-3.984717825022791003e-03,5.777063913896014237e-03
7.800000000000000000e+01,-9.684596281003167093e-03,-3.941668375781214040e-03,5.742927905221953053e-03
7.900000000000000000e+01,-9.608923477024841620e-03,-3.899581015862842344e-03,5.709342461161999276e-03
8.000000000000000000e+01,-9.534716123692613815e-03,-3.858423143628374533e-03,5.676292980064239282e-03
8.100000000000000000e+01,-9.461929008590816426e-03,-3.818163633598980859e-03,5.643765374991835566e-03
8.200000000000000000e+01,-9.390518809044384047e-03,-3.778772753086415397e-03,5.611746055957968216e-03
8.300000000000000000e+01,-9.320443996005060849e-03,-3.740222084445152338e-03,5.580221911559908946e-03
8.400000000000000000e+01,-9.251664742988942661e-03,-3.702484452510863226e-03,5.549180290478079869e-03
8.500000000000000000e+01,-9.184142839974309899e-03,-3.665533856822247600e-03,5.518608983152062733e-03
8.600000000000000000e+01,-9.117841612097370846e-03,-3.629345408261482747e-03,5.488496203835888099e-03
8.700000000000000000e+01,-9.052725842941053078e-03,-3.593895269776121743e-03,5.458830573164931768e-03
8.800000000000000000e+01,-8.988761702191594427e-03,-3.559160600883795860e-03,5.429601101307798133e-03
8.900000000000000000e+01,-8.925916677428683346e-03,-3.525119505671316621e-03,5.400797171757366726e-03
9.000000000000000000e+01,-8.864159509814607124e-03,-3.491750984040337558e-03,5.372408525774269999e-03
9.100000000000000000e+01,-8.803460133453074044e-03,-3.459034885960316115e-03,5.344425247492757929e-03
9.200000000000000000e+01,-8.743789618196091615e-03,-3.426951868513498662e-03,5.316837749682593386e-03
9.300000000000000000e+01,-8.685120115687592485e-03,-3.395483355536486458e-03,5.289636760151105593e-03
9.400000000000000000e+01,-8.627424808442986023e-03,-3.364611499673226397e-03,5.262813308769759627e-03
9.500000000000000000e+01,-8.570677861775783182e-03,-3.334319146675460057e-03,5.236358715100322692e-03
9.600000000000000000e+01,-8.514854378392928622e-03,-3.304589801793811170e-03,5.210264576599117452e-03
9.700000000000000000e+01,-8.459930355492362164e-03,-3.275407598116091088e-03,5.184522757376271510e-03
9.800000000000000000e+01,-8.405882644206450274e-03,-3.246757266727205282e-03,5.159125377479244559e-03
9.900000000000000000e+01,-8.352688911245355688e-03,-3.218624108562233646e-03,5.134064802683122042e-03
1.000000000000000000e+02,-8.300327602604018473e-03,-3.190993967845347744e-03,5.109333634758670729e-03
1.010000000000000000e+02,-8.248777909205548195e-03,-3.163853207010785575e-03,5.084924702194762620e-03
1.020000000000000000e+02,-8.198019734362143110e-03,-3.137188683007475186e-03,5.060831051354667924e-03
1.030000000000000000e+02,-8.148033662942977262e-03,-3.110987724900727072e-03,5.037045938042250190e-03
1.040000000000000000e+02,-8.098800932145534121e-03,-3.085238112687592026e-03,5.013562819457941661e-03
1.050000000000000000e+02,-8.050303403774120015e-03,-3.059928057248834966e-03,4.990375346525285048e-03
1.060000000000000000e+02,-8.002523537935554709e-03,-3.035046181369780317e-03,4.967477356565774826e-03
1.070000000000000000e+02,-7.955444368067958807e-03,-3.010581501758589559e-03,4.944862866309369248e-03
1.080000000000000000e+02,-7.909049477224499095e-03,-2.986523412006343581e-03,4.922526065218155514e-03
1.090000000000000000e+02,-7.863322975538560369e-03,-2.962861666428882792e-03,4.900461309109677144e-03
1.100000000000000000e+02,-7.818249478802177799e-03,-2.939586364736601273e-03,4.878663114065576525e-03
1.110000000000000000e+02,-7.773814088093616154e-03,-2.916687937484677834e-03,4.857126150608938320e-03
1.120000000000000000e+02,-7.730002370394447458e-03,-2.894157132258571349e-03,4.835845238135875676e-03
1.130000000000000000e+02,-7.686800340139904666e-03,-2.871985000547296659e-03,4.814815339592607574e-03
1.140000000000000000e+02,-7.644194441650549454e-03,-2.850162885270081468e-03,4.794031556380468420e-03
1.150000000000000000e+02,-7.602171532395804975e-03,-2.828682408912851828e-03,4.773489123482953581e-03
1.160000000000000000e+02,-7.560718867043672228e-03,-2.807535462246455414e-03,4.753183404797216814e-03
1.170000000000000000e+02,-7.519824082253471001e-03,-2.786714193587597806e-03,4.733109888665872761e-03
1.180000000000000000e+02,-7.479475182171228809e-03,-2.766210998574600462e-03,4.713264183596628347e-03
1.190000000000000000e+02,-7.439660524589823687e-03,-2.746018510430471137e-03,4.693642014159352116e-03
1.200000000000000000e+02,-7.400368807738390980e-03,-2.726129590683845465e-03,4.674239217054545516e-03
